ReverseB,13000,00:00:00.0000341
ReverseXor,13000,00:00:00.0000434
ReverseA,13000,00:00:00.1552470
ReverseB,13000,00:00:00.0000243
ReverseXor,13000,00:00:00.0000461
ReverseA,13000,00:00:00.1501111
ReverseB,13000,00:00:00.0000276
ReverseXor,13000,00:00:00.0000483
ReverseA,13000,00:00:00.1463526
ReverseB,13000,00:00:00.0000237
ReverseXor,13000,00:00:00.0000332
ReverseA,13000,00:00:00.1586526
ReverseB,13000,00:00:00.0000290
ReverseXor,13000,00:00:00.0000681
ReverseA,14000,00:00:00.1814032
ReverseB,14000,00:00:00.0000254
ReverseXor,14000,00:00:00.0000570
ReverseA,14000,00:00:00.1933205
ReverseB,14000,00:00:00.0000343
ReverseXor,14000,00:00:00.0000523
ReverseA,14000,00:00:00.1912126
ReverseB,14000,00:00:00.0000261
ReverseXor,14000,00:00:00.0000337
ReverseA,14000,00:00:00.1866375
ReverseB,14000,00:00:00.0000232
ReverseXor,14000,00:00:00.0000406
ReverseA,14000,00:00:00.1870043
ReverseB,14000,00:00:00.0000252
ReverseXor,14000,00:00:00.0000605
ReverseA,14000,00:00:00.1968814
ReverseB,14000,00:00:00.0000275
ReverseXor,14000,00:00:00.0000338
ReverseA,14000,00:00:00.1832178
ReverseB,14000,00:00:00.0000255
ReverseXor,14000,00:00:00.0000506
ReverseA,14000,00:00:00.1855023
ReverseB,14000,00:00:00.0000192
ReverseXor,14000,00:00:00.0000623
ReverseA,14000,00:00:00.1954041
ReverseB,14000,00:00:00.0000202
ReverseXor,14000,00:00:00.0000338
ReverseA,14000,00:00:00.1744675
ReverseB,14000,00:00:00.0000204
ReverseXor,14000,00:00:00.0000589
ReverseA,15000,00:00:00.2139739
ReverseB,15000,00:00:00.0000183
ReverseXor,15000,00:00:00.0000365
ReverseA,15000,00:00:00.2298454
ReverseB,15000,00:00:00.0000283
ReverseXor,15000,00:00:00.0000647
ReverseA,15000,00:00:00.2326794
ReverseB,15000,00:00:00.0000353
ReverseXor,15000,00:00:00.0000625
ReverseA,15000,00:00:00.2206756
ReverseB,15000,00:00:00.0000274
ReverseXor,15000,00:00:00.0000522
ReverseA,15000,00:00:00.2149344
ReverseB,15000,00:00:00.0000261
ReverseXor,15000,00:00:00.0000633
ReverseA,15000,00:00:00.2214690
ReverseB,15000,00:00:00.0000271
ReverseXor,15000,00:00:00.0000440
ReverseA,15000,00:00:00.2126698
ReverseB,15000,00:00:00.0000179
ReverseXor,15000,00:00:00.0000430
ReverseA,15000,00:00:00.2280282
ReverseB,15000,00:00:00.0000364
ReverseXor,15000,00:00:00.0000564
ReverseA,15000,00:00:00.2173537
ReverseB,15000,00:00:00.0000266
ReverseXor,15000,00:00:00.0000664
ReverseA,15000,00:00:00.2105260
ReverseB,15000,00:00:00.0000239
ReverseXor,15000,00:00:00.0000428
ReverseA,16000,00:00:00.2297878
ReverseB,16000,00:00:00.0000251
ReverseXor,16000,00:00:00.0000580
ReverseA,16000,00:00:00.2255235
ReverseB,16000,00:00:00.0000288
ReverseXor,16000,00:00:00.0000576
ReverseA,16000,00:00:00.1856454
ReverseB,16000,00:00:00.0000190
ReverseXor,16000,00:00:00.0000523
ReverseA,16000,00:00:00.1804431
ReverseB,16000,00:00:00.0000274
ReverseXor,16000,00:00:00.0000386
ReverseA,16000,00:00:00.1828181
ReverseB,16000,00:00:00.0000287
ReverseXor,16000,00:00:00.0000390
ReverseA,16000,00:00:00.1765453
ReverseB,16000,00:00:00.0000286
ReverseXor,16000,00:00:00.0000503
ReverseA,16000,00:00:00.1790066
ReverseB,16000,00:00:00.0000283
ReverseXor,16000,00:00:00.0000578
ReverseA,16000,00:00:00.1812408
ReverseB,16000,00:00:00.0000384
ReverseXor,16000,00:00:00.0000396
ReverseA,16000,00:00:00.1792837
ReverseB,16000,00:00:00.0000188
ReverseXor,16000,00:00:00.0000382
ReverseA,16000,00:00:00.1763738
ReverseB,16000,00:00:00.0000293
ReverseXor,16000,00:00:00.0000575
ReverseA,17000,00:00:00.2017155
ReverseB,17000,00:00:00.0000310
ReverseXor,17000,00:00:00.0000408
ReverseA,17000,00:00:00.2002474
ReverseB,17000,00:00:00.0000298
ReverseXor,17000,00:00:00.0000595
ReverseA,17000,00:00:00.2291956
ReverseB,17000,00:00:00.0000300
ReverseXor,17000,00:00:00.0000413
ReverseA,17000,00:00:00.2039118
ReverseB,17000,00:00:00.0000231
ReverseXor,17000,00:00:00.0000613
ReverseA,17000,00:00:00.1997977
ReverseB,17000,00:00:00.0000204
ReverseXor,17000,00:00:00.0000619
